date,bvsp,bvsp_daily_returns,vol,class
2019-07,103463.17136363637,0.00041359567165605293,0.009838641697800382,Low
2019-08,100610.00727272728,-0.00018976867666296732,0.012165396637209391,Low
2019-09,103539.9161904762,0.0016930005940217604,0.011298029956109356,Low
2019-10,104662.19086956522,0.0010755424862776625,0.010620509696003155,Low
2019-11,107738.73789473684,0.0005350569822442729,0.009508791493622683,Low
2019-12,112717.63157894737,0.0035123095143650097,0.00798547704558847,Low
2020-01,116904.0459090909,-0.0006634382589593802,0.009919026567715126,Low
2020-02,113209.86777777778,-0.00467131906398525,0.01340490033947246,Low
2020-03,81521.07227272728,-0.01314472409443959,0.051642784704581904,High
2020-04,77588.7235,0.0053253834294891,0.05191887001027488,High
2020-05,81447.7745,0.0043079975346062786,0.03528495458117335,High
2020-06,94450.25285714286,0.004137750123444396,0.024590128425459795,High
2020-07,101262.8447826087,0.003547327211360471,0.01776135966832042,High
2020-08,101713.41809523808,-0.0015800479910317617,0.014772108950479987,Low
2020-09,98576.11619047618,-0.00224319291848635,0.01451277348167058,Low
2020-10,97941.97,-0.00020295213811974278,0.013872528610307397,Low
2020-11,105282.38200000001,0.007502123365093682,0.016740016990260474,High
2020-12,115640.89499999999,0.004500264879804633,0.013069886361816118,Low
2021-01,120070.53368421053,-0.0016518528982695294,0.01284764275382789,Low
2021-02,117508.26666666666,-0.0023364310286390446,0.014809837249553572,Low
2021-03,113870.75130434781,0.0026399469023526147,0.016931199635310278,High
2021-04,119249.394,0.0009953230645837808,0.012521907962143936,Low
2021-05,122219.71428571429,0.0028973479844239653,0.010937438880531978,Low
2021-06,128990.03047619048,0.0002474514216395689,0.008702582636652864,Low
2021-07,126030.84238095238,-0.0018414109039209127,0.009638012112858653,Low
2021-08,120312.56,-0.0010849893446599277,0.010881445963593169,Low
2021-09,113872.86714285714,-0.003096120919038854,0.014069217150323266,Low
2021-10,110090.99250000001,-0.0033622001535580925,0.015067798918794667,Low
2021-11,104274.2745,-0.00067539355359863,0.01485575444930827,Low
2021-12,105903.63857142857,0.0014153738166893355,0.014610452088108098,Low
2022-01,106751.54809523809,0.00328216523808187,0.012166716875636955,Low
2022-02,112861.63631578947,0.0004966745956142519,0.009829599551612346,Low
2022-03,115150.10318181818,0.002760338182203483,0.011880778730804469,Low
2022-04,115021.98578947368,-0.005531304652584486,0.011136460106898794,Low
2022-05,107809.13590909092,0.0015198163841922306,0.01284954951670334,Low
2022-06,103746.53666666667,-0.005735544763108928,0.012078659282880036,Low
2022-07,99108.48666666666,0.0022351619812216927,0.011537432077609808,Low
2022-08,110061.77260869565,0.0026756037781356643,0.011412426954725613,Low
2022-09,110720.94761904761,0.0003276211186711551,0.012948931334432603,Low
2022-10,115599.9415,0.002823766396685701,0.016882467648455985,High
2022-11,112084.0665,-0.001407314828980527,0.01683046344386089,High
2022-12,107574.86523809524,-0.0010956016349947541,0.01553000066085552,Low
2023-01,110763.01590909091,0.001600067687516027,0.014661144982928788,Low
2023-02,108328.71722222221,-0.004254785342715173,0.012794698202321236,Low
2023-03,102479.15652173913,-0.0012130669491466086,0.011436407145239458,Low
2023-04,103897.495,0.0014544648207693177,0.012976069268732612,Low
2023-05,101862.01999999999,-0.012628985522877001,0.013242515408302867,Low
